date,imo,description,type
2024-04-25,9422988,Vessel VOLANS exited JOHOR,possible_sts_end
2024-02-15,9422988,Vessel VOLANS exited JOHOR,possible_sts_start
2024-03-31,9422988,Vessel VOLANS exited JOHOR,possible_sts_end
2024-03-19,9422988,Vessel VOLANS exited JOHOR,possible_sts_start
2024-03-20,9422988,Vessel VOLANS exited JOHOR,possible_sts_end
2024-02-14,9422988,Vessel VOLANS exited JOHOR,possible_sts_start
2024-03-29,9422988,Vessel VOLANS exited JOHOR,possible_sts_end
2024-02-16,9422988,Vessel VOLANS exited JOHOR,possible_sts_start
2024-03-28,9422988,Vessel VOLANS exited JOHOR,possible_sts_end
2024-03-22,9422988,Vessel VOLANS exited JOHOR,possible_sts_start
2024-03-30,9422988,Vessel VOLANS exited JOHOR,possible_sts_end
2024-03-17,9422988,Vessel VOLANS exited JOHOR,possible_sts_start
2024-04-10,9422988,Vessel VOLANS exited JOHOR,possible_sts_end
2024-04-02,9422988,Vessel VOLANS exited JOHOR,possible_sts_start
2024-04-06,9422988,Vessel VOLANS exited JOHOR,possible_sts_end
2023-10-24,9422988,Vessel VOLANS exited JOHOR,possible_sts_start
2023-10-28,9422988,Vessel VOLANS exited JOHOR,possible_sts_end
2023-11-22,9422988,Vessel VOLANS exited JOHOR,possible_sts_start
2023-12-31,9422988,Vessel VOLANS exited JOHOR,possible_sts_end
2023-11-05,9422988,Vessel VOLANS exited JOHOR,possible_sts_start
2023-11-14,9422988,Vessel VOLANS exited JOHOR,possible_sts_end
2023-10-21,9422988,Vessel VOLANS exited JOHOR,possible_sts_start
2023-11-04,9422988,Vessel VOLANS exited JOHOR,possible_sts_end
2023-05-26,9422988,Vessel VOLANS exited LACONIA,possible_sts_start
2023-09-11,9422988,Vessel VOLANS exited LACONIA,possible_sts_end
2023-05-25,9422988,Vessel VOLANS exited LACONIA,possible_sts_start
2023-09-12,9422988,Vessel VOLANS exited LACONIA,possible_sts_end
2023-06-08,9493377,Vessel KEMALKA exited LACONIA,possible_sts_start
2023-10-13,9493377,Vessel KEMALKA exited LACONIA,possible_sts_end
2022-03-23,9262924,Vessel LINDAI exited MALTA,possible_sts_start
2022-11-26,9262924,Vessel LINDAI exited MALTA,possible_sts_end
2022-03-24,9262924,Vessel LINDAI exited MALTA,possible_sts_start
2022-09-10,9262924,Vessel LINDAI exited MALTA,possible_sts_end
2022-09-10,9262924,Vessel LINDAI exited MALTA,possible_sts_start
2022-11-07,9262924,Vessel LINDAI exited MALTA,possible_sts_end
2022-03-28,9262924,Vessel LINDAI exited MALTA,possible_sts_start
2022-04-04,9262924,Vessel LINDAI exited MALTA,possible_sts_end
2022-05-26,9262924,Vessel LINDAI exited MALTA,possible_sts_start
2022-07-15,9262924,Vessel LINDAI exited LACONIA,possible_sts_end
2022-07-15,9262924,Vessel LINDAI exited LACONIA,possible_sts_start
2022-08-21,9262924,Vessel LINDAI exited LACONIA,possible_sts_end
2022-05-07,9262924,Vessel LINDAI exited LACONIA,possible_sts_start
2022-07-21,9262924,Vessel LINDAI exited LACONIA,possible_sts_end
2023-05-06,9288734,Vessel SEABRAVERY exited JOHOR,possible_sts_start
2023-07-26,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_end
2023-07-25,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_start
2023-09-18,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_end
2023-08-26,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_start
2023-09-17,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_end
2022-07-17,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_start
2023-12-01,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_end
2022-07-16,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_start
2022-07-27,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_end
2023-07-14,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_start
2023-07-22,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_end
2023-07-13,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_start
2023-07-24,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_end
2022-07-08,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_start
2023-07-25,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_end
2022-07-09,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_start
2023-07-17,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_end
2022-07-06,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_start
2023-07-20,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_end
2022-07-27,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_start
2023-07-12,9288734,Vessel SEABRAVERY exited MALTA,possible_sts_end
2022-01-16,9292577,Vessel RICCA exited LACONIA,possible_sts_start
2024-06-23,9292577,Vessel RICCA exited DAKAR,possible_sts_end
2023-10-14,9271573,Vessel MONTETOLEDO exited JOHOR,possible_sts_start
2024-08-30,9271573,Vessel MONTETOLEDO exited JOHOR,possible_sts_end
2024-06-14,9271573,Vessel MONTETOLEDO exited JOHOR,possible_sts_start
2024-09-01,9271573,Vessel MONTETOLEDO exited JOHOR,possible_sts_end
2023-10-17,9271573,Vessel MONTETOLEDO exited JOHOR,possible_sts_start
2024-07-11,9271573,Vessel MONTETOLEDO exited JOHOR,possible_sts_end
2023-06-06,9331141,Vessel VELARAIN exited JOHOR,possible_sts_start
2023-06-18,9331141,Vessel VELARAIN exited JOHOR,possible_sts_end
2023-02-11,9331141,Vessel VELARAIN exited MALTA,possible_sts_start
2024-08-03,9331141,Vessel VELARAIN exited MALTA,possible_sts_end
2024-05-02,9331141,Vessel VELARAIN exited MALTA,possible_sts_start
2024-07-05,9331141,Vessel VELARAIN exited MALTA,possible_sts_end
2024-07-05,9331141,Vessel VELARAIN exited MALTA,possible_sts_start
2024-07-30,9331141,Vessel VELARAIN exited MALTA,possible_sts_end
2024-07-08,9331141,Vessel VELARAIN exited MALTA,possible_sts_start
2024-08-01,9331141,Vessel VELARAIN exited MALTA,possible_sts_end
2024-07-22,9331141,Vessel VELARAIN exited MALTA,possible_sts_start
2024-07-31,9331141,Vessel VELARAIN exited MALTA,possible_sts_end
2024-07-14,9331141,Vessel VELARAIN exited MALTA,possible_sts_start
2024-07-25,9331141,Vessel VELARAIN exited MALTA,possible_sts_end
2024-07-16,9331141,Vessel VELARAIN exited MALTA,possible_sts_start
2024-07-28,9331141,Vessel VELARAIN exited MALTA,possible_sts_end
2023-10-07,9292060,Vessel TAVRICHESKYBRIDGE exited MALTA,possible_sts_start
2023-11-07,9292060,Vessel TAVRICHESKYBRIDGE exited MALTA,possible_sts_end
2024-03-04,9346744,Vessel MAJIN exited MALTA,possible_sts_start
2024-07-21,9346744,Vessel MAJIN exited MALTA,possible_sts_end
2023-03-19,9305568,Vessel SCFBALTICA exited JOHOR,possible_sts_start
2023-06-10,9305568,Vessel SCFBALTICA exited JOHOR,possible_sts_end
2022-01-01,9305568,Vessel SCFBALTICA exited MALTA,possible_sts_start
2023-06-18,9281891,Vessel MEROPE exited JOHOR,possible_sts_end
2023-06-13,9281891,Vessel MEROPE exited JOHOR,possible_sts_start
2024-06-24,9281891,Vessel MEROPE exited JOHOR,possible_sts_end
2023-12-03,9417464,Vessel AION exited JOHOR,possible_sts_start
2024-08-08,9417464,Vessel AION exited JOHOR,possible_sts_end
2024-06-03,9417464,Vessel AION exited JOHOR,possible_sts_start
2024-07-28,9417464,Vessel AION exited JOHOR,possible_sts_end
2023-05-18,9250531,Vessel WONDERMUSICA exited JOHOR,possible_sts_start
2023-05-26,9250531,Vessel WONDERMUSICA exited JOHOR,possible_sts_end
2022-09-27,9334557,Vessel MEGALI exited LACONIA,possible_sts_start
2022-11-25,9334557,Vessel MEGALI exited LACONIA,possible_sts_end
2022-11-25,9334557,Vessel MEGALI exited LACONIA,possible_sts_start
2023-01-10,9334557,Vessel MEGALI exited LOME,possible_sts_end
2023-01-10,9334557,Vessel MEGALI exited LOME,possible_sts_start
2023-01-24,9334557,Vessel MEGALI exited LOME,possible_sts_end
2022-06-13,9334557,Vessel MEGALI exited LOME,possible_sts_start
2022-06-20,9334557,Vessel MEGALI exited LOME,possible_sts_end
2022-06-08,9334557,Vessel MEGALI exited LOME,possible_sts_start
2022-06-15,9334557,Vessel MEGALI exited LOME,possible_sts_end
2023-03-16,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-03-29,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-02-17,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-05-09,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-04-09,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-05-04,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-04-03,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-10-26,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-07-09,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-10-04,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-03-29,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-09-13,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-03-20,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-05-31,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-03-31,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-10-16,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-02-10,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-10-30,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-04-25,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-06-23,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-02-03,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-10-11,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-01-30,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-07-19,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-05-10,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-08-29,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-07-11,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-08-20,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-06-01,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-07-11,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-03-02,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-07-01,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-03-25,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-07-08,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-02-04,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-08-15,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-08-12,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-09-01,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-04-18,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-06-30,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-02-01,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-09-04,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-02-07,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-08-31,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-04-27,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-08-01,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-06-25,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-07-23,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-06-18,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-08-27,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-05-02,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-08-14,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-05-07,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-09-17,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-05-29,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-07-25,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-10-02,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-10-07,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-05-12,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-06-07,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-05-21,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-05-22,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-04-12,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-07-15,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2023-04-15,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_start
2023-05-17,9312872,Vessel HUIHAIATLANTIC exited MALTA,possible_sts_end
2022-03-13,9408695,Vessel FRONTBALDER exited JOHOR,possible_sts_start
2024-06-09,9421960,Vessel SCFPRIMORYE exited JOHOR,possible_sts_end
2022-09-25,9312896,Vessel NSCREATION exited JOHOR,possible_sts_start
2022-11-07,9312896,Vessel NSCREATION exited JOHOR,possible_sts_end
2022-03-14,9312896,Vessel NSCREATION exited MALTA,possible_sts_start
2022-03-21,9312896,Vessel NSCREATION exited MALTA,possible_sts_end
2022-05-15,9312896,Vessel NSCREATION exited LACONIA,possible_sts_start
2022-05-23,9312896,Vessel NSCREATION exited LACONIA,possible_sts_end
2022-05-09,9312896,Vessel NSCREATION exited LACONIA,possible_sts_start
2023-02-17,9312896,Vessel NSCREATION exited LACONIA,possible_sts_end
2022-05-19,9312896,Vessel NSCREATION exited LACONIA,possible_sts_start
2023-02-19,9312896,Vessel NSCREATION exited LACONIA,possible_sts_end
2023-05-20,9290828,Vessel VOULA exited LACONIA,possible_sts_start
2024-08-06,9290828,Vessel VOULA exited DAKAR,possible_sts_end
2023-06-01,9290828,Vessel VOULA exited LACONIA,possible_sts_start
2024-02-02,9290828,Vessel VOULA exited LACONIA,possible_sts_end
2023-05-04,9290828,Vessel VOULA exited LACONIA,possible_sts_start
2023-06-06,9290828,Vessel VOULA exited LACONIA,possible_sts_end
2023-05-30,9290828,Vessel VOULA exited LACONIA,possible_sts_start
2024-02-05,9290828,Vessel VOULA exited LACONIA,possible_sts_end
2023-05-19,9290828,Vessel VOULA exited LACONIA,possible_sts_start
2024-02-06,9290828,Vessel VOULA exited LACONIA,possible_sts_end
2023-10-15,9279719,Vessel SEAHELIOS exited DAKAR,possible_sts_start
2023-10-25,9279719,Vessel SEAHELIOS exited DAKAR,possible_sts_end
2023-10-25,9279719,Vessel SEAHELIOS exited DAKAR,possible_sts_start
2023-11-04,9279719,Vessel SEAHELIOS exited DAKAR,possible_sts_end
2023-10-16,9279719,Vessel SEAHELIOS exited DAKAR,possible_sts_start
2023-11-07,9279719,Vessel SEAHELIOS exited DAKAR,possible_sts_end
2022-12-28,9279719,Vessel SEAHELIOS exited MALTA,possible_sts_start
2023-01-05,9279719,Vessel SEAHELIOS exited MALTA,possible_sts_end
2022-09-13,9279719,Vessel SEAHELIOS exited MALTA,possible_sts_start
2023-04-05,9279719,Vessel SEAHELIOS exited MALTA,possible_sts_end
2022-11-20,9224283,Vessel SOLPRIDE exited JOHOR,possible_sts_start
2022-12-30,9224283,Vessel SOLPRIDE exited JOHOR,possible_sts_end
2022-08-09,9224283,Vessel SOLPRIDE exited MALTA,possible_sts_start
2022-12-28,9224283,Vessel SOLPRIDE exited JOHOR,possible_sts_end
2023-04-10,9299692,Vessel NSCONCORD exited JOHOR,possible_sts_start
2023-08-24,9299692,Vessel NSCONCORD exited JOHOR,possible_sts_end
2023-12-11,9278959,Vessel NIZHNIYNOVGOROD exited LACONIA,possible_sts_start
2024-03-16,9278959,Vessel NIZHNIYNOVGOROD exited LACONIA,possible_sts_end
2024-01-06,9278959,Vessel NIZHNIYNOVGOROD exited LACONIA,possible_sts_start
2024-04-04,9278959,Vessel NIZHNIYNOVGOROD exited LACONIA,possible_sts_end
2023-12-10,9278959,Vessel NIZHNIYNOVGOROD exited LACONIA,possible_sts_start
2024-04-05,9278959,Vessel NIZHNIYNOVGOROD exited LACONIA,possible_sts_end
2022-11-13,9410894,Vessel HSESBERG exited JOHOR,possible_sts_start
2024-01-13,9410894,Vessel HSESBERG exited JOHOR,possible_sts_end
2023-07-12,9302126,Vessel OLYMPICGLORY exited LOME,possible_sts_start
2023-07-29,9302126,Vessel OLYMPICGLORY exited LOME,possible_sts_end
2023-07-17,9302126,Vessel OLYMPICGLORY exited LOME,possible_sts_start
2023-07-24,9302126,Vessel OLYMPICGLORY exited LOME,possible_sts_end
2023-07-14,9302126,Vessel OLYMPICGLORY exited LOME,possible_sts_start
2023-07-22,9302126,Vessel OLYMPICGLORY exited LOME,possible_sts_end
2023-02-05,9291640,Vessel ARTEMIS exited MALTA,possible_sts_start
2023-02-05,9317949,Vessel ARTEMIS exited MALTA,possible_sts_start
2023-09-15,9354313,Vessel ZALIVAMURSKIY exited JOHOR,possible_sts_end
2022-09-14,9354313,Vessel ZALIVAMURSKIY exited LACONIA,possible_sts_start
2024-03-21,9368223,Vessel ACHILLES exited MALTA,possible_sts_end
2022-10-09,9229374,Vessel SIMBA exited JOHOR,possible_sts_start
2024-01-05,9229374,Vessel SIMBA exited JOHOR,possible_sts_end
2023-02-05,9229374,Vessel SIMBA exited MALTA,possible_sts_start
2023-09-23,9229374,Vessel SIMBA exited MALTA,possible_sts_end
2023-01-29,9229374,Vessel SIMBA exited LACONIA,possible_sts_start
2023-09-22,9229374,Vessel SIMBA exited MALTA,possible_sts_end
2023-05-07,9229374,Vessel SIMBA exited LACONIA,possible_sts_start
2023-07-27,9229374,Vessel SIMBA exited LACONIA,possible_sts_end
2023-01-30,9229374,Vessel SIMBA exited LACONIA,possible_sts_start
2023-07-24,9229374,Vessel SIMBA exited LACONIA,possible_sts_end
2023-07-28,9229374,Vessel SIMBA exited MALTA,possible_sts_start
2023-08-11,9229374,Vessel SIMBA exited MALTA,possible_sts_end
2022-12-27,9229374,Vessel SIMBA exited MALTA,possible_sts_start
2023-06-24,9229374,Vessel SIMBA exited MALTA,possible_sts_end
2023-07-07,9229374,Vessel SIMBA exited MALTA,possible_sts_start
2023-07-11,9229374,Vessel SIMBA exited MALTA,possible_sts_end
2023-07-03,9229374,Vessel SIMBA exited MALTA,possible_sts_start
2023-07-12,9229374,Vessel SIMBA exited MALTA,possible_sts_end
2023-07-06,9229374,Vessel SIMBA exited MALTA,possible_sts_start
2023-07-10,9229374,Vessel SIMBA exited MALTA,possible_sts_end
2023-06-26,9229374,Vessel SIMBA exited MALTA,possible_sts_start
2023-07-08,9229374,Vessel SIMBA exited MALTA,possible_sts_end
2023-06-13,9229374,Vessel SIMBA exited LACONIA,possible_sts_start
2023-06-19,9229374,Vessel SIMBA exited LACONIA,possible_sts_end
2023-08-04,9389679,Vessel LIETO exited JOHOR,possible_sts_start
2024-02-07,9389679,Vessel LIETO exited JOHOR,possible_sts_end
2023-11-02,9291640,Vessel ARTEMIS exited MALTA,possible_sts_start
2023-11-02,9317949,Vessel ARTEMIS exited MALTA,possible_sts_start
2024-02-19,9291640,Vessel ARTEMIS exited MALTA,possible_sts_end
2024-02-19,9317949,Vessel ARTEMIS exited MALTA,possible_sts_end
2023-11-03,9291640,Vessel ARTEMIS exited MALTA,possible_sts_start
2023-11-03,9317949,Vessel ARTEMIS exited MALTA,possible_sts_start
2024-02-25,9291640,Vessel ARTEMIS exited MALTA,possible_sts_end
2024-02-25,9317949,Vessel ARTEMIS exited MALTA,possible_sts_end
2023-10-30,9291640,Vessel ARTEMIS exited LACONIA,possible_sts_start
2023-10-30,9317949,Vessel ARTEMIS exited LACONIA,possible_sts_start
2024-02-23,9291640,Vessel ARTEMIS exited LACONIA,possible_sts_end
2024-02-23,9317949,Vessel ARTEMIS exited LACONIA,possible_sts_end
2024-01-12,9291640,Vessel ARTEMIS exited MALTA,possible_sts_start
2024-01-12,9317949,Vessel ARTEMIS exited MALTA,possible_sts_start
2024-08-13,9291640,Vessel ARTEMIS exited MALTA,possible_sts_end
2024-08-13,9317949,Vessel ARTEMIS exited MALTA,possible_sts_end
2023-12-02,9291640,Vessel ARTEMIS exited MALTA,possible_sts_start
2023-12-02,9317949,Vessel ARTEMIS exited MALTA,possible_sts_start
2024-07-14,9291640,Vessel ARTEMIS exited MALTA,possible_sts_end
2024-07-14,9317949,Vessel ARTEMIS exited MALTA,possible_sts_end
2023-07-08,9291640,Vessel ARTEMIS exited MALTA,possible_sts_start
2023-07-08,9317949,Vessel ARTEMIS exited MALTA,possible_sts_start
2024-04-01,9291640,Vessel ARTEMIS exited MALTA,possible_sts_end
2024-04-01,9317949,Vessel ARTEMIS exited MALTA,possible_sts_end
2024-08-21,9327360,Vessel CARIAKA exited MALTA,possible_sts_start
2024-08-30,9327360,Vessel CARIAKA exited MALTA,possible_sts_end
2024-08-19,9327360,Vessel CARIAKA exited MALTA,possible_sts_start
2024-08-31,9327360,Vessel CARIAKA exited MALTA,possible_sts_end
2024-08-16,9327360,Vessel CARIAKA exited MALTA,possible_sts_start
2024-08-29,9327360,Vessel CARIAKA exited MALTA,possible_sts_end
2024-08-15,9327360,Vessel CARIAKA exited MALTA,possible_sts_start
2024-09-05,9327360,Vessel CARIAKA exited MALTA,possible_sts_end
2024-08-02,9327360,Vessel CARIAKA exited MALTA,possible_sts_start
2024-08-12,9327360,Vessel CARIAKA exited MALTA,possible_sts_end
2024-08-13,9327360,Vessel CARIAKA exited MALTA,possible_sts_start
2024-09-09,9327360,Vessel CARIAKA exited MALTA,possible_sts_end
2024-04-08,9289776,Vessel GALATIA exited LOME,possible_sts_start
2024-04-09,9289776,Vessel GALATIA exited LOME,possible_sts_end
2024-04-14,9289776,Vessel GALATIA exited LOME,possible_sts_start
2024-05-14,9289776,Vessel GALATIA exited LOME,possible_sts_end
2024-04-10,9289776,Vessel GALATIA exited LOME,possible_sts_start
2024-04-29,9289776,Vessel GALATIA exited LOME,possible_sts_end
2024-04-21,9289776,Vessel GALATIA exited LOME,possible_sts_start
2024-04-25,9289776,Vessel GALATIA exited LOME,possible_sts_end
2024-04-11,9289776,Vessel GALATIA exited LOME,possible_sts_start
2024-04-26,9289776,Vessel GALATIA exited LOME,possible_sts_end
2024-04-15,9289776,Vessel GALATIA exited LOME,possible_sts_start
2024-04-16,9289776,Vessel GALATIA exited LOME,possible_sts_end
2024-05-04,9289776,Vessel GALATIA exited LOME,possible_sts_start
2024-05-15,9289776,Vessel GALATIA exited LOME,possible_sts_end
2023-07-10,9289776,Vessel GALATIA exited MALTA,possible_sts_start
2024-06-29,9289776,Vessel GALATIA exited MALTA,possible_sts_end
2023-05-15,9289776,Vessel GALATIA exited LACONIA,possible_sts_start
2024-07-01,9289776,Vessel GALATIA exited LACONIA,possible_sts_end
2023-05-14,9289776,Vessel GALATIA exited LACONIA,possible_sts_start
2024-03-10,9289776,Vessel GALATIA exited LACONIA,possible_sts_end
2024-03-10,9289776,Vessel GALATIA exited LACONIA,possible_sts_start
2024-06-30,9289776,Vessel GALATIA exited LACONIA,possible_sts_end
2022-09-28,9378620,Vessel POLARISBAY exited LOME,possible_sts_start
2022-10-11,9378620,Vessel POLARISBAY exited LOME,possible_sts_end
2022-03-30,9259599,Vessel CELTICSEA exited JOHOR,possible_sts_start
2022-12-23,9259599,Vessel CELTICSEA exited JOHOR,possible_sts_end
2022-06-21,9259599,Vessel CELTICSEA exited JOHOR,possible_sts_start
2022-06-27,9259599,Vessel CELTICSEA exited JOHOR,possible_sts_end
2022-08-12,9259599,Vessel CELTICSEA exited JOHOR,possible_sts_start
2022-08-25,9259599,Vessel CELTICSEA exited JOHOR,possible_sts_end
2022-08-08,9259599,Vessel CELTICSEA exited JOHOR,possible_sts_start
2022-08-19,9259599,Vessel CELTICSEA exited JOHOR,possible_sts_end
2022-08-10,9259599,Vessel CELTICSEA exited JOHOR,possible_sts_start
2022-08-18,9259599,Vessel CELTICSEA exited JOHOR,possible_sts_end
2022-08-15,9259599,Vessel CELTICSEA exited JOHOR,possible_sts_start
2022-08-24,9259599,Vessel CELTICSEA exited JOHOR,possible_sts_end
2023-09-29,9291640,Vessel MANDOONE exited JOHOR,possible_sts_start
2024-08-08,9291640,Vessel MANDOONE exited JOHOR,possible_sts_end
2023-04-02,9332834,Vessel WISDOMSDAUGHTER exited LACONIA,possible_sts_start
2023-04-25,9332834,Vessel WISDOMSDAUGHTER exited LACONIA,possible_sts_end
2024-02-13,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_start
2024-02-14,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_end
2024-02-11,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_start
2024-02-23,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_end
2024-02-12,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_start
2024-03-04,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_end
2024-02-16,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_start
2024-02-29,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_end
2024-02-15,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_start
2024-03-13,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_end
2024-02-21,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_start
2024-02-26,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_end
2024-03-01,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_start
2024-03-14,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_end
2024-02-20,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_start
2024-03-08,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_end
2024-02-19,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_start
2024-03-03,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_end
2024-02-23,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_start
2024-03-09,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_end
2024-01-28,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_start
2024-02-11,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_end
2024-01-13,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_start
2024-01-30,9866392,Vessel VOSTOCHNYPROSPECT exited JOHOR,possible_sts_end
